X : 1 if unit j processes task i starting at time t
    Size=320, Index=X_index
    Key              : Lower : Value : Upper : Fixed : Stale : Domain
     ('T1', 'U1', 0) :     0 :   1.0 :     1 : False : False : Binary
    0.302584 :  None :   0.0 :  None : False : False :  Reals
    0.310749 :  None :   0.0 :  None : False : False :  Reals
    0.316667 :  None :   0.0 :  None : False : False :  Reals
    0.319251 :  None :   0.0 :  None : False : False :  Reals
    0.327416 :  None :   0.0 :  None : False : False :  Reals
    0.333333 :  None :   0.0 :  None : False : False :  Reals
    0.335917 :  None :   0.0 :  None : False : False :  Reals
    0.344082 :  None :   0.0 :  None : False : False :  Reals
        0.35 :  None :   0.0 :  None : False : False :  Reals
    0.352584 :  None :   0.0 :  None : False : False :  Reals
    0.360749 :  None :   0.0 :  None : False : False :  Reals
    0.366667 :  None :   0.0 :  None : False : False :  Reals
    0.369251 :  None :   0.0 :  None : False : False :  Reals
    0.377416 :  None :   0.0 :  None : False : False :  Reals
    0.383333 :  None :   0.0 :  None : False : False :  Reals
    0.385917 :  None :   0.0 :  None : False : False :  Reals
    0.394082 :  None :   0.0 :  None : False : False :  Reals
         0.4 :  None :   0.0 :  None : False : False :  Reals
    0.402584 :  None :   0.0 :  None : False : False :  Reals
    0.410749 :  None :   0.0 :  None : False : False :  Reals
    0.416667 :  None :   0.0 :  None : False : False :  Reals
    0.419251 :  None :   0.0 :  None : False : False :  Reals
    0.427416 :  None :   0.0 :  None : False : False :  Reals
    0.433333 :  None :   0.0 :  None : False : False :  Reals
    0.435917 :  None :   0.0 :  None : False : False :  Reals
    0.444082 :  None :   0.0 :  None : False : False :  Reals
        0.45 :  None :   0.0 :  None : False : False :  Reals
    0.452584 :  None :   0.0 :  None : False : False :  Reals
    0.460749 :  None :   0.0 :  None : False : False :  Reals
    0.466667 :  None :   0.0 :  None : False : False :  Reals
    0.469251 :  None :   0.0 :  None : False : False :  Reals
    0.477416 :  None :   0.0 :  None : False : False :  Reals
    0.483333 :  None :   0.0 :  None : False : False :  Reals
    0.485917 :  None :   0.0 :  None : False : False :  Reals
    0.494082 :  None :   0.0 :  None : False : False :  Reals
         0.5 :  None :   0.0 :  None : False : False :  Reals
    0.502584 :  None :   0.0 :  None : False : False :  Reals
    0.510749 :  None :   0.0 :  None : False : False :  Reals
    0.516667 :  None :   0.0 :  None : False : False :  Reals
    0.519251 :  None :   0.0 :  None : False : False :  Reals
    0.527416 :  None :   0.0 :  None : False : False :  Reals
    0.533333 :  None :   0.0 :  None : False : False :  Reals
    0.535917 :  None :   0.0 :  None : False : False :  Reals
    0.544082 :  None :   0.0 :  None : False : False :  Reals
        0.55 :  None :   0.0 :  None : False : False :  Reals
    0.552584 :  None :   0.0 :  None : False : False :  Reals
    0.560749 :  None :   0.0 :  None : False : False :  Reals
    0.566667 :  None :   0.0 :  None : False : False :  Reals
    0.569251 :  None :   0.0 :  None : False : False :  Reals
    0.577416 :  None :   0.0 :  None : False : False :  Reals
    0.583333 :  None :   0.0 :  None : False : False :  Reals
    0.585917 :  None :   0.0 :  None : False : False :  Reals
    0.594082 :  None :   0.0 :  None : False : False :  Reals
         0.6 :  None :   0.0 :  None : False : False :  Reals
    0.602584 :  None :   0.0 :  None : False : False :  Reals
    0.610749 :  None :   0.0 :  None : False : False :  Reals
    0.616667 :  None :   0.0 :  None : False : False :  Reals
    0.619251 :  None :   0.0 :  None : False : False :  Reals
    0.627416 :  None :   0.0 :  None : False : False :  Reals
    0.633333 :  None :   0.0 :  None : False : False :  Reals
    0.635917 :  None :   0.0 :  None : False : False :  Reals
    0.644082 :  None :   0.0 :  None : False : False :  Reals
        0.65 :  None :   0.0 :  None : False : False :  Reals
    0.652584 :  None :   0.0 :  None : False : False :  Reals
    0.660749 :  None :   0.0 :  None : False : False :  Reals
    0.666667 :  None :   0.0 :  None : False : False :  Reals
    0.669251 :  None :   0.0 :  None : False : False :  Reals
    0.677416 :  None :   0.0 :  None : False : False :  Reals
    0.683333 :  None :   0.0 :  None : False : False :  Reals
    0.685917 :  None :   0.0 :  None : False : False :  Reals
    0.694082 :  None :   0.0 :  None : False : False :  Reals
         0.7 :  None :   0.0 :  None : False : False :  Reals
    0.702584 :  None :   0.0 :  None : False : False :  Reals
    0.710749 :  None :   0.0 :  None : False : False :  Reals
    0.716667 :  None :   0.0 :  None : False : False :  Reals
    0.719251 :  None :   0.0 :  None : False : False :  Reals
    0.727416 :  None :   0.0 :  None : False : False :  Reals
    0.733333 :  None :   0.0 :  None : False : False :  Reals
    0.735917 :  None :   0.0 :  None : False : False :  Reals
    0.744082 :  None :   0.0 :  None : False : False :  Reals
        0.75 :  None :   0.0 :  None : False : False :  Reals
    0.752584 :  None :   0.0 :  None : False : False :  Reals
    0.760749 :  None :   0.0 :  None : False : False :  Reals
    0.766667 :  None :   0.0 :  None : False : False :  Reals
    0.769251 :  None :   0.0 :  None : False : False :  Reals
    0.777416 :  None :   0.0 :  None : False : False :  Reals
    0.783333 :  None :   0.0 :  None : False : False :  Reals
    0.785917 :  None :   0.0 :  None : False : False :  Reals
    0.794082 :  None :   0.0 :  None : False : False :  Reals
         0.8 :  None :   0.0 :  None : False : False :  Reals
    0.802584 :  None :   0.0 :  None : False : False :  Reals
    0.810749 :  None :   0.0 :  None : False : False :  Reals
    0.816667 :  None :   0.0 :  None : False : False :  Reals
    0.819251 :  None :   0.0 :  None : False : False :  Reals
    0.827416 :  None :   0.0 :  None : False : False :  Reals
    0.833333 :  None :   0.0 :  None : False : False :  Reals
    0.835917 :  None :   0.0 :  None : False : False :  Reals
    0.844082 :  None :   0.0 :  None : False : False :  Reals
        0.85 :  None :   0.0 :  None : False : False :  Reals
    0.852584 :  None :   0.0 :  None : False : False :  Reals
    0.860749 :  None :   0.0 :  None : False : False :  Reals
    0.866667 :  None :   0.0 :  None : False : False :  Reals
    0.869251 :  None :   0.0 :  None : False : False :  Reals
    0.877416 :  None :   0.0 :  None : False : False :  Reals
    0.883333 :  None :   0.0 :  None : False : False :  Reals
    0.885917 :  None :   0.0 :  None : False : False :  Reals
    0.894082 :  None :   0.0 :  None : False : False :  Reals
         0.9 :  None :   0.0 :  None : False : False :  Reals
    0.902584 :  None :   0.0 :  None : False : False :  Reals
    0.910749 :  None :   0.0 :  None : False : False :  Reals
    0.916667 :  None :   0.0 :  None : False : False :  Reals
    0.919251 :  None :   0.0 :  None : False : False :  Reals
    0.927416 :  None :   0.0 :  None : False : False :  Reals
    0.933333 :  None :   0.0 :  None : False : False :  Reals
    0.935917 :  None :   0.0 :  None : False : False :  Reals
    0.944082 :  None :   0.0 :  None : False : False :  Reals
        0.95 :  None :   0.0 :  None : False : False :  Reals
    0.952584 :  None :   0.0 :  None : False : False :  Reals
    0.960749 :  None :   0.0 :  None : False : False :  Reals
    0.966667 :  None :   0.0 :  None : False : False :  Reals
    0.969251 :  None :   0.0 :  None : False : False :  Reals
    0.977416 :  None :   0.0 :  None : False : False :  Reals
    0.983333 :  None :   0.0 :  None : False : False :  Reals
    0.985917 :  None :   0.0 :  None : False : False :  Reals
    0.994082 :  None :   0.0 :  None : False : False :  Reals
           1 :  None :   0.0 :  None : False : False :  Reals

dCCdtheta_T2_U2_1 : Derivative of composition C
    Size=181, Index=N_T2_U2_1
    Key      : Lower : Value : Upper : Fixed : Stale : Domain
           0 :  None :  None :  None : False :  True :  Reals
    0.002584 :  None :   0.0 :  None : False : False :  Reals
    0.010749 :  None :   0.0 :  None : False : False :  Reals
    0.016667 :  None :   0.0 :  None : False : False :  Reals
    0.019251 :  None :   0.0 :  None : False : False :  Reals
    0.027416 :  None :   0.0 :  None : False : False :  Reals
    0.033333 :  None :   0.0 :  None : False : False :  Reals
    0.035917 :  None :   0.0 :  None : False : False :  Reals
    0.044082 :  None :   0.0 :  None : False : False :  Reals
        0.05 :  None :   0.0 :  None : False : False :  Reals
    0.052584 :  None :   0.0 :  None : False : False :  Reals
    0.060749 :  None :   0.0 :  None : False : False :  Reals
    0.066667 :  None :   0.0 :  None : False : False :  Reals
    0.069251 :  None :   0.0 :  None : False : False :  Reals
    0.077416 :  None :   0.0 :  None : False : False :  Reals
    0.083333 :  None :   0.0 :  None : False : False :  Reals
    0.085917 :  None :   0.0 :  None : False : False :  Reals
    0.094082 :  None :   0.0 :  None : False : False :  Reals
         0.1 :  None :   0.0 :  None : False : False :  Reals
    0.102584 :  None :   0.0 :  None : False : False :  Reals
    0.110749 :  None :   0.0 :  None : False : False :  Reals
    0.116667 :  None :   0.0 :  None : False : False :  Reals
    0.119251 :  None :   0.0 :  None : False : False :  Reals
    0.127416 :  None :   0.0 :  None : False : False :  Reals
    0.133333 :  None :   0.0 :  None : False : False :  Reals
    0.135917 :  None :   0.0 :  None : False : False :  Reals
    0.144082 :  None :   0.0 :  None : False : False :  Reals
        0.15 :  None :   0.0 :  None : False : False :  Reals
    0.152584 :  None :   0.0 :  None : False : False :  Reals
    0.160749 :  None :   0.0 :  None : False : False :  Reals
    0.166667 :  None :   0.0 :  None : False : False :  Reals
    0.169251 :  None :   0.0 :  None : False : False :  Reals
    0.177416 :  None :   0.0 :  None : False : False :  Reals
    0.183333 :  None :   0.0 :  None : False : False :  Reals
    0.185917 :  None :   0.0 :  None : False : False :  Reals
    0.194082 :  None :   0.0 :  None : False : False :  Reals
         0.2 :  None :   0.0 :  None : False : False :  Reals
    0.202584 :  None :   0.0 :  None : False : False :  Reals
    0.210749 :  None :   0.0 :  None : False : False :  Reals
    0.216667 :  None :   0.0 :  None : False : False :  Reals
    0.219251 :  None :   0.0 :  None : False : False :  Reals
    0.227416 :  None :   0.0 :  None : False : False :  Reals
    0.233333 :  None :   0.0 :  None : False : False :  Reals
    0.235917 :  None :   0.0 :  None : False : False :  Reals
    0.244082 :  None :   0.0 :  None : False : False :  Reals
        0.25 :  None :   0.0 :  None : False : False :  Reals
    0.252584 :  None :   0.0 :  None : False : False :  Reals
    0.260749 :  None :   0.0 :  None : False : False :  Reals
    0.266667 :  None :   0.0 :  None : False : False :  Reals
    0.269251 :  None :   0.0 :  None : False : False :  Reals
    0.277416 :  None :   0.0 :  None : False : False :  Reals
    0.283333 :  None :   0.0 :  None : False : False :  Reals
    0.285917 :  None :   0.0 :  None : False : False :  Reals
    0.294082 :  None :   0.0 :  None : False : False :  Reals
         0.3 :  None :   0.0 :  None : False : False :  Reals
    0.302584 :  None :   0.0 :  None : False : False :  Reals
    0.310749 :  None :   0.0 :  None : False : False :  Reals
    0.316667 :  None :   0.0 :  None : False : False :  Reals
    0.319251 :  None :   0.0 :  None : False : False :  Reals
    0.327416 :  None :   0.0 :  None : False : False :  Reals
    0.333333 :  None :   0.0 :  None : False : False :  Reals
    0.335917 :  None :   0.0 :  None : False : False :  Reals
    0.344082 :  None :   0.0 :  None : False : False :  Reals
        0.35 :  None :   0.0 :  None : False : False :  Reals
    0.352584 :  None :   0.0 :  None : False : False :  Reals
    0.360749 :  None :   0.0 :  None : False : False :  Reals
    0.366667 :  None :   0.0 :  None : False : False :  Reals
    0.369251 :  None :   0.0 :  None : False : False :  Reals
    0.377416 :  None :   0.0 :  None : False : False :  Reals
    0.383333 :  None :   0.0 :  None : False : False :  Reals
    0.385917 :  None :   0.0 :  None : False : False :  Reals
    0.394082 :  None :   0.0 :  None : False : False :  Reals
         0.4 :  None :   0.0 :  None : False : False :  Reals
    0.402584 :  None :   0.0 :  None : False : False :  Reals
    0.410749 :  None :   0.0 :  None : False : False :  Reals
    0.416667 :  None :   0.0 :  None : False : False :  Reals
    0.419251 :  None :   0.0 :  None : False : False :  Reals
    0.427416 :  None :   0.0 :  None : False : False :  Reals
    0.433333 :  None :   0.0 :  None : False : False :  Reals
    0.435917 :  None :   0.0 :  None : False : False :  Reals
    0.444082 :  None :   0.0 :  None : False : False :  Reals
        0.45 :  None :   0.0 :  None : False : False :  Reals
    0.452584 :  None :   0.0 :  None : False : False :  Reals
    0.460749 :  None :   0.0 :  None : False : False :  Reals
    0.466667 :  None :   0.0 :  None : False : False :  Reals
    0.469251 :  None :   0.0 :  None : False : False :  Reals
    0.477416 :  None :   0.0 :  None : False : False :  Reals
    0.483333 :  None :   0.0 :  None : False : False :  Reals
    0.485917 :  None :   0.0 :  None : False : False :  Reals
    0.494082 :  None :   0.0 :  None : False : False :  Reals
         0.5 :  None :   0.0 :  None : False : False :  Reals
    0.502584 :  None :   0.0 :  None : False : False :  Reals
    0.510749 :  None :   0.0 :  None : False : False :  Reals
    0.516667 :  None :   0.0 :  None : False : False :  Reals
    0.519251 :  None :   0.0 :  None : False : False :  Reals
    0.527416 :  None :   0.0 :  None : False : False :  Reals
    0.533333 :  None :   0.0 :  None : False : False :  Reals
    0.535917 :  None :   0.0 :  None : False : False :  Reals
    0.544082 :  None :   0.0 :  None : False : False :  Reals
        0.55 :  None :   0.0 :  None : False : False :  Reals
    0.552584 :  None :   0.0 :  None : False : False :  Reals
    0.560749 :  None :   0.0 :  None : False : False :  Reals
    0.566667 :  None :   0.0 :  None : False : False :  Reals
    0.569251 :  None :   0.0 :  None : False : False :  Reals
    0.577416 :  None :   0.0 :  None : False : False :  Reals
    0.583333 :  None :   0.0 :  None : False : False :  Reals
    0.585917 :  None :   0.0 :  None : False : False :  Reals
    0.594082 :  None :   0.0 :  None : False : False :  Reals
         0.6 :  None :   0.0 :  None : False : False :  Reals
    0.602584 :  None :   0.0 :  None : False : False :  Reals
    0.610749 :  None :   0.0 :  None : False : False :  Reals
    0.616667 :  None :   0.0 :  None : False : False :  Reals
    0.619251 :  None :   0.0 :  None : False : False :  Reals
